{'action': 'debit', 'paydrc_reference': 'PDM0N8Z05Zd6296lovv22YFs', 'status': 'Successful', 'switch_reference': 'FP03I022vm05O29', 'telco_reference': 'MP220529.1300.C93387', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDuo9uQ078mh15Rx7Ga22to4', 'status': 'Failed', 'switch_reference': 'FP03Si22Hq07o15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDoLOCP07xcO15LXNRY22EfX', 'status': 'Failed', 'switch_reference': 'FP03i0229d07i15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0UlXu0712a15zX4zF22IoX', 'status': 'Failed', 'switch_reference': 'FP03r022oz07715', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLm87m07sTB15V3Bzv22EM5', 'status': 'Failed', 'switch_reference': 'FP03zS22SN07a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDykeD607dnZ158dITK22M5t', 'status': 'Failed', 'switch_reference': 'FP03fS22cl07I15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2hhdS07Atj15BYjTE22UlI', 'status': 'Failed', 'switch_reference': 'FP03e622k407F15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJD1QF07IGD152Nbpx22xoM', 'status': 'Failed', 'switch_reference': 'FP03Mo22a507q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdHm2607hE515kf0TT22vey', 'status': 'Failed', 'switch_reference': 'FP033n22QY07115', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcoaFX07uZI15KT09o22fXy', 'status': 'Failed', 'switch_reference': 'FP03dx223L07w15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1L4n107NNQ15YT76s226TD', 'status': 'Failed', 'switch_reference': 'FP03hb22bA07z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdOgHK077Fo15IP21x22qU1', 'status': 'Failed', 'switch_reference': 'FP03mS224f07A15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDwnlHc07E1W1525DeK22uae', 'status': 'Failed', 'switch_reference': 'FP03v2225J07E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdaqlp07EqQ15CUjvo22ExB', 'status': 'Failed', 'switch_reference': 'FP039022fs07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDybh1L07DSe15M5zUZ22ORe', 'status': 'Failed', 'switch_reference': 'FP03x5228T07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDlzI7P07NcB15dq1VU22uR9', 'status': 'Failed', 'switch_reference': 'FP03dt22r907815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZO77007XOs15PwymE22MtX', 'status': 'Failed', 'switch_reference': 'FP03O522QA07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDhGayS07Afe15o9c2122bwB', 'status': 'Failed', 'switch_reference': 'FP034Q22aY07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAWUC707Tv1153yrW222Xhh', 'status': 'Failed', 'switch_reference': 'FP03qk22Co07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDW0mUe07vqI151ltHW22pZC', 'status': 'Failed', 'switch_reference': 'FP03lg22KC07D15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRZDsa07CHz15gCGpU22dOY', 'status': 'Failed', 'switch_reference': 'FP031p22DG07815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJKt2t07R5t1530pP422RX5', 'status': 'Failed', 'switch_reference': 'FP03lZ22Kq07Y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEpehO07rgz15TPAOT22as4', 'status': 'Failed', 'switch_reference': 'FP03t222lP07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDB4lmX07i6F150mHG622OrC', 'status': 'Failed', 'switch_reference': 'FP030i226Y07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnCUxd07JRM15lGQ0W22cuc', 'status': 'Failed', 'switch_reference': 'FP03qF22h007k15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRJNii07SYT15AkLx222ND5', 'status': 'Failed', 'switch_reference': 'FP03I322N807n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDACA9V07mL015tjwe1223HB', 'status': 'Failed', 'switch_reference': 'FP03un22lm07C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDg1Jol07FDp15ppfLp229Ss', 'status': 'Failed', 'switch_reference': 'FP03aR22J107C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnEHHI07NBF15me1lF22qB0', 'status': 'Failed', 'switch_reference': 'FP038g22lj07O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDazy0y07wR5157Ec1A220Ju', 'status': 'Failed', 'switch_reference': 'FP03Fx22w307v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDDlcIW07lgH1575no222KLQ', 'status': 'Failed', 'switch_reference': 'FP03NI22tF07115', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTjd5V07gL115L8QfL22dzX', 'status': 'Failed', 'switch_reference': 'FP033822Vd07M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDonNrN07Shs15FaVqF22ggL', 'status': 'Failed', 'switch_reference': 'FP039T22Bt07g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDiengu07mD115T9n7922Wr8', 'status': 'Failed', 'switch_reference': 'FP03We221p07M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfWAbi07fup15SpRJo22KN0', 'status': 'Failed', 'switch_reference': 'FP03w822AS07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjPuAn07ZKK15ByccI22MaF', 'status': 'Failed', 'switch_reference': 'FP03LO22PM07w15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDeRO9W07jFM15WTb5N22Yx1', 'status': 'Failed', 'switch_reference': 'FP03Wf22Ra07615', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD64qyV07b8I15Xwtvd22Z4i', 'status': 'Failed', 'switch_reference': 'FP03pf22eP07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcMGAX07SlU153tDcS22yWo', 'status': 'Failed', 'switch_reference': 'FP03fy22qu07D15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD4oAzm07LBc15c4V5Z22RIt', 'status': 'Failed', 'switch_reference': 'FP03zu229u07m15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDHqwGP07iTJ15rsfvq22pSW', 'status': 'Failed', 'switch_reference': 'FP03Ds22Dl07615', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmgexf07mV215xJxu822jys', 'status': 'Failed', 'switch_reference': 'FP039522eG07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD06g0j07shD156edmt22t39', 'status': 'Failed', 'switch_reference': 'FP03hu22Iv07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcwXgs07i6I15bsLHu22DjN', 'status': 'Failed', 'switch_reference': 'FP03gW22Nb07I15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDIye1B07xoH152xP4j22n0q', 'status': 'Failed', 'switch_reference': 'FP03SQ225k07j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEmKZN07DJl15PHCY122NmY', 'status': 'Failed', 'switch_reference': 'FP03pB22ei07K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDlY50q07RSw15XGMJ422DXU', 'status': 'Failed', 'switch_reference': 'FP03uu22fi07K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAQTGK07cQw15EMjLb220A0', 'status': 'Failed', 'switch_reference': 'FP034c22la07r15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0I4Y007p0O15W0OZh22Edx', 'status': 'Failed', 'switch_reference': 'FP03zA22K107915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD4q69q07u2a15fxRKp226s8', 'status': 'Failed', 'switch_reference': 'FP039T22gW07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDapoIX07lX715szvvs22H8F', 'status': 'Failed', 'switch_reference': 'FP037B224x07M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6iOCx07zDW15nH8cP22hCE', 'status': 'Failed', 'switch_reference': 'FP038h22CN07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYSznZ07hWS15PeDLn224rc', 'status': 'Failed', 'switch_reference': 'FP03Kl22fA07y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDHeL7V07Cxp15pxvqc22T3V', 'status': 'Failed', 'switch_reference': 'FP03Nz22Lr07h15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvLe7M078a415OPYUf221Dt', 'status': 'Failed', 'switch_reference': 'FP03tK22Tx07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8AVbI07Rlr15zWCML22EW4', 'status': 'Failed', 'switch_reference': 'FP03SC22z707O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAZMJy07U6d157mQP022wwn', 'status': 'Failed', 'switch_reference': 'FP03N222XU07z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDK7C6707f6u15ph7GE22vTG', 'status': 'Failed', 'switch_reference': 'FP03oR22QL07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6yM2N07ALG15yHgxA22TBS', 'status': 'Failed', 'switch_reference': 'FP03og22Tv07h15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDe6FG1074RD15ry6Jk225RK', 'status': 'Failed', 'switch_reference': 'FP03er22Y907A15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD63ddR07GRe15va3Nk226hM', 'status': 'Failed', 'switch_reference': 'FP03uP225q07K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnR6YZ07ZZS15lCVvz22W5l', 'status': 'Failed', 'switch_reference': 'FP039n22EQ07G15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzL2rY07VJv15mkGla22CXw', 'status': 'Failed', 'switch_reference': 'FP03TX22Jw07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDDDmxh07p5w15ZIXOU22B1f', 'status': 'Failed', 'switch_reference': 'FP03KB22Xy07P15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6M5Ah07S0715DH5CJ22Coq', 'status': 'Failed', 'switch_reference': 'FP03Nu22id07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDMPsqs07ubP15JmvZf22DBX', 'status': 'Failed', 'switch_reference': 'FP03J1221H07m15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxtB1p073zV15EbVDr22OQC', 'status': 'Failed', 'switch_reference': 'FP03WZ22Se07615', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8Y3nG07ibU15Rv6J722gNz', 'status': 'Failed', 'switch_reference': 'FP03F322CK07615', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2IS1j07aN7151ggk522m7Z', 'status': 'Failed', 'switch_reference': 'FP03qU22V207Q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6UGQ207GYk15DcZOe227Yg', 'status': 'Failed', 'switch_reference': 'FP03B0226R07i15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1Scut074j015pb5iH22grP', 'status': 'Failed', 'switch_reference': 'FP03QJ22Z307O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKU91B0745v15nQ8Vy227J4', 'status': 'Failed', 'switch_reference': 'FP03SZ22g607415', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2PQ1f07fIv15XV0sy22g1Y', 'status': 'Failed', 'switch_reference': 'FP03Qp22Lr07f15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJGNRa07psE15Zj7Cj22hyh', 'status': 'Failed', 'switch_reference': 'FP03Sz22KC07b15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDe6yZu07Nm115axiuC22DPI', 'status': 'Failed', 'switch_reference': 'FP03me224R07Y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDtZEzk07ZTp15MoO8q22IUZ', 'status': 'Failed', 'switch_reference': 'FP03T722Rr07j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDlRLsV07KQZ15IrWpL22bQb', 'status': 'Failed', 'switch_reference': 'FP03nd22qt07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDicNKO07EGS15C2HvH22pHa', 'status': 'Failed', 'switch_reference': 'FP03My22uX07O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDWkvEM0795d15HXlx822azq', 'status': 'Failed', 'switch_reference': 'FP035j22Ro07a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDFkGMb07yPu154quDO22UL0', 'status': 'Failed', 'switch_reference': 'FP03HG22cA07J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDyoH0007Mdw15kiJvw22npU', 'status': 'Failed', 'switch_reference': 'FP03xw22pY07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDluBfP07b0g15sSFRC22z60', 'status': 'Failed', 'switch_reference': 'FP03VM22SJ07I15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZlA9y07iJB15qyTzL22imz', 'status': 'Failed', 'switch_reference': 'FP03ve22eq07D15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8y8DK07eVg15nPUbj22QzF', 'status': 'Failed', 'switch_reference': 'FP03yU22vL07r15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpe1XM07SIf15ykchJ2210p', 'status': 'Failed', 'switch_reference': 'FP03TU22AG07j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGJBg707bG115RMSMd22JAI', 'status': 'Failed', 'switch_reference': 'FP03Sn22pd07w15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDg9xp907Xbt15NmSgO22u8Z', 'status': 'Failed', 'switch_reference': 'FP03PQ22oy07o15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDgfQs2079ca15q2FmO22yzN', 'status': 'Failed', 'switch_reference': 'FP03Ui22NC07O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6DbMg07CFE151YHym22rKj', 'status': 'Failed', 'switch_reference': 'FP03CI22V107L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpehCR07Y2815RHyqh225J9', 'status': 'Failed', 'switch_reference': 'FP03fA22MC07K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDR2Yqm07pGa15O8lLo22WQT', 'status': 'Failed', 'switch_reference': 'FP030B22Ng07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2UHc007RbU15fQ0R422XzJ', 'status': 'Failed', 'switch_reference': 'FP03zL22Tr07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDhlxC407p38153r6Ly22iMN', 'status': 'Failed', 'switch_reference': 'FP03B522Gt07415', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTe2R00720G15Zh1RC22X8t', 'status': 'Failed', 'switch_reference': 'FP03X422WT07515', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDWOdEv07Mqb15hQ2MR226Si', 'status': 'Failed', 'switch_reference': 'FP039y22JQ07P15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2wR0h07cyj15nHuCn22waf', 'status': 'Failed', 'switch_reference': 'FP03Tl22Gx07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDtSn7h07gIZ15592kb22BKO', 'status': 'Failed', 'switch_reference': 'FP03YX22AI07Y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDsJTuE07JZw15QFkS322Jyb', 'status': 'Failed', 'switch_reference': 'FP03Dk22A107u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRDwV007jBv15THcer22vVq', 'status': 'Failed', 'switch_reference': 'FP03mj22Ya07m15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDrMlNG07vHB15DQBPN22RiF', 'status': 'Failed', 'switch_reference': 'FP03CR22Ez07F15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKvaGN07beh157sMlw22E27', 'status': 'Failed', 'switch_reference': 'FP030W22PC07h15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaAqGs070O6156wKqm22XPa', 'status': 'Failed', 'switch_reference': 'FP03AM225U07g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9GGve07y3415ctCeq22NlP', 'status': 'Failed', 'switch_reference': 'FP03pw229407y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKbm6o07dF115xSoqW22Wtv', 'status': 'Failed', 'switch_reference': 'FP030X22wl07e15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDFOrWn07X6T15wqPi322Dpy', 'status': 'Failed', 'switch_reference': 'FP030q22zA07f15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDe5omu071Wc15WBoxf22qCD', 'status': 'Failed', 'switch_reference': 'FP03t622U707E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxQRen07kcZ15LCXhz22xvD', 'status': 'Failed', 'switch_reference': 'FP03XD22Rx07f15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjXLpT07hUO15YduWw22Ejz', 'status': 'Failed', 'switch_reference': 'FP030C227k07q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTcfhr075Kq15dhLQK22Oa0', 'status': 'Failed', 'switch_reference': 'FP030w22Kz07R15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRpm1x07rPv15RGFHk22kOP', 'status': 'Failed', 'switch_reference': 'FP03gj22p207f15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZU9m507M7U15VnI4d22m8O', 'status': 'Failed', 'switch_reference': 'FP03Tc22Jx07o15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbtNxr07TOC15bIwfm227Th', 'status': 'Failed', 'switch_reference': 'FP03NI22jd07915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDroQKL079r515xIBS322nZu', 'status': 'Failed', 'switch_reference': 'FP03cs22cx07t15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxSiqL07ld815MxEJU22lzg', 'status': 'Failed', 'switch_reference': 'FP03W8226D07V15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDM7ERv07dW1158DGg722ixR', 'status': 'Failed', 'switch_reference': 'FP03u822ow07G15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKeMWl07gob15D3fzh22eHU', 'status': 'Failed', 'switch_reference': 'FP031F22ZK07E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPBTgU07akp15qTf142267j', 'status': 'Failed', 'switch_reference': 'FP03en22yb07J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjUAPW07uVK15TOoaT22ts8', 'status': 'Failed', 'switch_reference': 'FP03a522EW07Q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDMBQWT07ZYM15fifBk22JxA', 'status': 'Failed', 'switch_reference': 'FP03Zy221S07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZefB607DWG15AUTOF22KJg', 'status': 'Failed', 'switch_reference': 'FP03As22E107f15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDVE8Ed07kbj15tGjoo22qA1', 'status': 'Failed', 'switch_reference': 'FP03fo22iH07X15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbRQLG07eXF15v4cBl22B8S', 'status': 'Failed', 'switch_reference': 'FP03yE22HZ07515', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDFHs0T07z72156u2VG22gJQ', 'status': 'Failed', 'switch_reference': 'FP034w223707J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcSBk007XZd15p7BFp22QKE', 'status': 'Failed', 'switch_reference': 'FP03c0223n07015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnDJCa07v9p15BlsLT22nI1', 'status': 'Failed', 'switch_reference': 'FP03Th22KM07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDG5T3F07M0c15cbTe422F1V', 'status': 'Failed', 'switch_reference': 'FP033122B307Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjwhae07Fpx15LrGO522dQB', 'status': 'Failed', 'switch_reference': 'FP03rt22si07215', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxCZMP07Gp515iqdHM22XDs', 'status': 'Failed', 'switch_reference': 'FP03Im22sf07i15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
